v_0,energy
0.0,9.869604401089362
0.05025125628140704,9.92927776792352
0.10050251256281408,9.992091838275298
0.15075376884422112,10.048624501591867
0.20100502512562815,10.108297868426053
0.2512562814070352,10.16797123526021
0.30150753768844224,10.2276446020944
0.35175879396984927,10.287317968928559
0.4020100502512563,10.346991335762716
0.45226130653266333,10.392531536767759
0.5025125628140704,10.45063455184313
0.5527638190954774,10.526011436265247
0.6030150753768845,10.585684803099406
0.6532663316582915,10.604529024204952
0.7035175879396985,10.639076762898407
0.7537688442211056,10.7175943508381
0.8040201005025126,10.749001386013992
0.8542713567839196,10.937443597069263
0.9045226130653267,10.971991335762736
0.9547738693467337,11.033235054355686
1.0050251256281408,11.094478772948658
1.0552763819095479,11.155722491541622
1.105527638190955,11.216966210134581
1.155778894472362,11.53103656189338
1.206030150753769,11.414830531742629
1.256281407035176,11.479214953853186
1.306532663316583,11.543599375963726
1.35678391959799,11.650383295561724
1.407035175879397,11.716338069431071
1.4572864321608041,11.78229284330041
1.5075376884422111,11.989579275461221
1.5577889447236182,11.914202391039119
1.6080402010050252,11.980157164908462
1.6582914572864322,11.942468722697393
1.7085427135678393,12.005282793049162
1.7587939698492463,11.738322994054183
1.8090452261306533,11.791714953853184
1.8592964824120604,11.845106913652172
1.9095477386934674,12.01784560711952
1.9597989949748744,12.07437827043609
2.0100502512562817,12.19372500410443
2.0603015075376887,12.187443597069265
2.1105527638190957,12.441840581993883
2.1608040201005028,12.30050892370243
2.21105527638191,12.357041587019008
2.261306532663317,12.342908421189872
2.311557788944724,12.397870732747649
2.361809045226131,12.452833044305443
2.412060301507538,12.507795355863232
2.462311557788945,12.793599375963735
2.512562814070352,12.774755154858207
2.562814070351759,13.153209928727554
2.613065326633166,13.135936059380827
2.663316582914573,13.281978772948653
2.71356783919598,13.261564200084338
2.763819095477387,13.324378270436096
2.814070351758794,13.475132039280325
2.864321608040201,13.718536561893384
2.9145728643216082,13.786061687521524
2.9648241206030153,13.853586813149672
3.0150753768844223,13.921111938777798
3.0653266331658293,13.98863706440594
3.1155778894472363,13.958800380988853
3.1658291457286434,14.123687315662236
3.2160804020100504,14.191212441290366
3.2663316582914574,14.25873756691851
3.3165829145728645,14.111462728264362
3.3668341708542715,14.393787818174784
3.4170854271356785,14.211965240827169
3.4673366834170856,14.262216497108568
3.5175879396984926,14.312467753389996
3.5678391959798996,14.362719009671391
3.6180904522613067,14.505282793049147
3.6683417085427137,14.34858584384225
3.7185929648241207,15.098875757873284
3.7688442211055277,14.799276798616116
3.819095477386935,14.762820481491362
3.869346733668342,14.906060718214116
3.919597989949749,14.836965240827169
3.969849246231156,14.88878684886736
4.020100502512563,14.940608456907578
4.07035175879397,14.865231572485456
4.120603015075377,15.044251672987976
4.170854271356784,15.096073281028168
4.2211055276381915,15.147894889068386
4.2713567839195985,15.475760179983837
4.3216080402010055,15.946865707622017
4.371859296482413,15.880910933752691
4.42211055276382,15.950006411139618
4.472361809045227,15.267241622736723
4.522613065326634,15.17616122072666
4.572864321608041,15.224842125249275
4.623115577889448,15.417995391580943
4.673366834170855,15.468246647862335
4.723618090452262,16.188144206734943
4.773869346733669,15.002190402173019
4.824120603015076,16.201262692546653
4.874371859296483,16.11489334581297
4.92462311557789,16.179277767923548
4.974874371859297,16.221121593669615
5.025125628140704,16.25723968412187
5.075376884422111,15.870256698113609
5.125628140703518,16.3294758650264
5.175879396984925,16.850832648946003
5.226130653266332,17.05497837758921
5.276381909547739,17.09737787507665
5.326633165829146,17.139777372564087
5.376884422110553,16.510066317287706
5.42713567839196,17.224576367538962
5.477386934673367,16.582302498192227
5.527638190954774,16.322518004646277
5.577889447236181,16.654538679096746
5.628140703517588,16.42302051720908
5.678391959798995,17.259124106232427
5.728643216080402,16.88156323077692
5.778894472361809,16.934955190575916
5.8291457286432165,16.62402554233471
5.8793969849246235,17.041739110173914
5.9296482412060305,17.09513106997289
5.9798994974874375,16.587907451882444
6.030150753768845,17.16804370422238
6.080402010050252,17.01571958361936
6.130653266331659,16.70131100518809
6.180904522613066,17.281109030855546
6.231155778894473,17.17241653282627
6.28140703517588,16.879992879018126
6.331658291457287,17.458220552926782
6.381909547738694,17.376224034797016
6.432160804020101,16.624025542334707
6.482412060301508,16.466990366455313
6.532663316582915,17.544928126332938
6.582914572864322,16.554930064947765
6.633165829145729,16.184327049872397
6.683417085427136,16.851726547359824
6.733668341708543,17.90610903085555
6.78391959798995,16.306814487058325
6.834170854271357,17.77105877959927
6.884422110552764,17.163332648945996
6.934673366834171,17.62972712130781
6.984924623115578,18.102403000704786
7.035175879396985,18.361511040905803
7.085427135678392,18.220517609286823
7.135678391959799,18.25349499622149
7.185929648241206,18.286472383156152
7.236180904522613,18.31944977009084
7.28643216080402,18.081311974495506
7.336683417085427,19.53176132787978
7.386934673366834,19.57259047360842
7.437185929648241,19.613419619337066
7.4874371859296485,19.654248765065716
7.5376884422110555,19.459525146975263
7.5879396984924625,19.735907056523004
7.63819095477387,20.46331814751709
7.688442211055277,19.541521665105037
7.738693467336684,20.300001564602518
7.788944723618091,20.33769000681358
7.839195979899498,20.375378449024627
7.889447236180905,20.413066891235673
7.939698492462312,20.450755333446736
7.989949748743719,19.739385986713067
8.040201005025127,19.52110709224072
8.090452261306533,20.563820660079905
8.14070351758794,19.421836704764203
8.190954773869347,19.457954795216462
8.241206030150755,19.494072885668732
8.291457286432161,19.530190976120984
8.341708542713569,20.348344242452644
8.391959798994975,20.389173388181284
8.442211055276383,20.56382066007989
8.492462311557789,20.334549303296
8.542713567839197,20.63605684098442
8.592964824120603,20.672174931436682
8.643216080402011,20.053118111799385
8.693467336683417,19.657727695255783
8.743718592964825,19.960805584703035
8.793969849246231,19.99221261987889
8.84422110552764,19.4588486936303
8.894472361809045,19.689352175500527
8.944723618090453,18.987743165992104
8.99497487437186,18.747479346896633
9.045226130653267,19.42935023688569
9.095477386934673,20.888207020805307
9.145728643216081,20.144198513809425
9.195979899497488,20.467690976120995
9.246231155778895,19.927489971095866
9.296482412060302,20.543067860543104
9.34673366834171,19.120329167075763
9.396984924623116,19.443821629387323
9.447236180904524,19.475228664563204
9.49748743718593,19.50663569973909
9.547738693467338,20.13477640325667
9.597989949748744,20.16932414195013
9.648241206030152,21.40990203139738
9.698492462311558,21.466772921386436
9.748743718592966,20.577615599236562
9.798994974874372,21.539009102290954
9.84924623115578,20.34206283541748
9.899497487437186,19.757891981146116
9.949748743718594,22.246682073765683
10.0,22.284032289304257
